path,label
garbage_dataset/Garbage classification/Garbage classification/metal/metal172.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass300.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass133.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic118.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass176.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass238.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper270.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass57.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper273.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass25.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper440.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass304.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper453.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard56.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal136.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper347.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper571.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass173.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal9.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass213.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper150.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic185.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper531.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic10.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass475.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper207.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard164.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal242.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal331.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal221.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper40.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic365.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard209.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal297.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass294.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard343.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic4.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper13.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass407.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal354.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic287.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper279.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic230.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash65.jpg,6
garbage_dataset/Garbage classification/Garbage classification/metal/metal306.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic329.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard47.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass87.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic59.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal382.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard223.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass391.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash92.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper288.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass13.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal185.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash18.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard135.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic412.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard291.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass265.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal42.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard261.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper116.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass234.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal209.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic450.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic421.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard62.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal25.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic261.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper9.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper574.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper48.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal21.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper374.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash122.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass241.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash136.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic125.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper211.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal226.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass179.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass83.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper201.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass284.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper146.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal75.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard24.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper410.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal210.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard265.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper243.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass359.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal128.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash123.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass257.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic428.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass44.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper366.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper580.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass289.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal31.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper447.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard309.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal18.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal47.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash42.jpg,6
garbage_dataset/Garbage classification/Garbage classification/metal/metal72.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic360.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic419.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal344.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal371.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper461.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic267.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard3.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard304.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic427.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard337.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass437.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic418.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper527.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic386.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper514.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard216.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper322.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper225.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard61.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard247.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper268.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass446.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash99.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic283.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic344.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper511.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper375.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper49.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass421.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper158.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass327.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper541.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash32.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic183.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass127.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper149.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash132.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic372.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal162.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic111.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal391.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal255.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash83.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper57.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash2.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic156.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic121.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass474.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass377.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper251.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic163.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic23.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal260.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic411.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic400.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash52.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard104.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic232.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass66.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal165.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard286.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard64.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal159.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash131.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass352.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass198.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic423.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard16.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard312.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic387.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash14.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic446.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard103.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper338.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass76.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic205.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard386.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal119.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass353.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard14.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper162.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper194.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal207.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass110.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal257.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass479.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash126.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic182.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic255.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass33.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper15.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic375.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard344.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass236.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal174.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper2.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper76.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic425.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper390.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal295.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard88.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic128.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass131.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic201.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic480.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard156.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic294.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper581.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass330.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic307.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper402.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard72.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal397.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass423.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper394.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper407.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper132.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass283.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard36.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper191.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard296.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal43.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic68.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper215.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic409.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper584.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass459.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass190.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass154.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass447.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal270.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper306.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic254.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard237.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper177.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard119.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard308.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass109.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper557.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic7.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass356.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass175.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic112.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal160.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic97.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper311.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal303.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper542.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard369.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal308.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper520.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard346.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal168.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass306.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic140.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal176.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper556.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal393.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper398.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper330.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass19.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass209.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper262.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard48.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass325.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal130.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper133.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass438.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard238.jpg,3
garbage_dataset/Garbage classification/Garbage classification/trash/trash75.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard150.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard295.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard161.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass94.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard22.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper334.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash98.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic190.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass282.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass71.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper532.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard194.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic157.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal61.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard305.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass419.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard163.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard81.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal304.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper244.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal55.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard113.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal89.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass358.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic397.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic286.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard207.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper245.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass34.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass166.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic436.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass274.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass205.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash48.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic53.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper90.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard213.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic314.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard116.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic337.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic237.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper518.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass177.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard280.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic248.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal22.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic469.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper565.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic14.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard127.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal406.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard15.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard350.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic176.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper152.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal51.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic326.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper561.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal299.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard311.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper404.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic406.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic70.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper29.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass73.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal149.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass70.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass266.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard180.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal388.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass65.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass370.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic172.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass261.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard367.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper539.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard224.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass160.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash29.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass167.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal69.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal118.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard145.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass275.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper250.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash69.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass369.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal307.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper11.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic207.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal107.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper172.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard341.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass64.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass258.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal235.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper4.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard263.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper51.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper161.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic407.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard154.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal293.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal56.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal367.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper61.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass267.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal290.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass466.jpg,1
